rva	size	similarity	margin	zh_symbol	zh_source
0x0007E9B0	868	0.70	0.70	?applyStaticLODLevel@GameLODManager@@IAEXW4StaticGameLODLevel@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/GameLOD.cpp
0x0007EEB0	1074	0.74	0.74	?init@GameLODManager@@QAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/GameLOD.cpp
0x00096570	809	0.90	0.90	?solve@PartitionSolver@@QAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/PartitionSolver.cpp
0x0009B150	636	0.75	0.75	?playbackFile@RecorderClass@@QAE_NVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Recorder.cpp
0x0009B6C0	1462	0.72	0.72	?startRecording@RecorderClass@@IAEXW4GameDifficulty@@HHH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Recorder.cpp
0x0009BDF0	391	0.65	0.65	?testVersionPlayback@RecorderClass@@QAE_NVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Recorder.cpp
0x0009BFE0	335	0.86	0.86	?updateRecord@RecorderClass@@QAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Recorder.cpp
0x000C1D10	250	0.85	0.03	??A?$map@VUnicodeString@@V1@U?$less@VUnicodeString@@@_STL@@V?$allocator@U?$pair@$$CBVUnicodeString@@V1@@_STL@@@3@@_STL@@QAEAAVUnicodeString@@ABV2@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/LANGameInfo.cpp
0x000C1E50	1154	0.62	0.22	?parseMapCacheDefinition@INI@@SAXPAV1@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/INI/INIMapCache.cpp
0x000C47F0	275	0.60	0.16	?canDoSpecialPower@ActionManager@@QAE_NPBVObject@@PBVSpecialPowerTemplate@@W4CommandSourceType@@I_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/ActionManager.cpp
0x000D22A0	332	0.66	0.29	?setObjectsEnabled@Player@@QAEXVAsciiString@@_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/Player.cpp
0x000DD440	1043	0.75	0.30	??1Player@@UAE@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/Player.cpp
0x000E15A0	208	0.66	0.66	?getTemplateNumByName@PlayerTemplateStore@@QBEHVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp
0x000EF0D0	351	0.80	0.80	?xfer@TeamFactory@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/Team.cpp
0x000F3550	843	0.78	0.78	?xfer@Team@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/Team.cpp
0x000F5592	247	0.81	0.00	?noneInside@Team@@QBE_NPAVPolygonTrigger@@I@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/Team.cpp
0x000F6490	636	0.61	0.61	?killTeam@Team@@QAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/Team.cpp
0x000FC010	519	0.79	0.79	?buildTiledLocations@BuildAssistant@@UAEPAUTileBuildInfo@1@PBVThingTemplate@@MPBUCoord3D@@1MHPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp
0x000FC780	612	0.92	0.92	?iterateFootprint@BuildAssistant@@QAEXPBVThingTemplate@@MPBUCoord3D@@MP6AX1PAX@Z2@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp
0x001003C0	344	0.66	0.66	?sellObject@BuildAssistant@@UAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp
0x00101820	626	0.67	0.67	?buildObjectNow@BuildAssistant@@UAEPAVObject@@PAV2@PBVThingTemplate@@PBUCoord3D@@MPAVPlayer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp
0x001086C0	734	0.76	0.76	?addObject@Radar@@QAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/Radar.cpp
0x0010CC40	441	0.64	0.64	?xferUpgradeMask@Xfer@@UAEXPAV?$BitFlags@$0IA@@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/Xfer.cpp
0x0013FB60	225	1.00	0.57	?friend_getAIModuleInfo@ThingTemplate@@QAEPAVAIUpdateModuleData@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp
0x0013FC80	242	0.94	0.94	?friend_getAIModuleInfo@ThingTemplate@@QAEPAVAIUpdateModuleData@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp
0x00155490	509	0.82	0.82	?groupScatter@AIGroup@@QAEXW4CommandSourceType@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGroup.cpp
0x00156C60	2528	0.74	0.17	?friend_moveVehicleToPos@AIGroup@@AAE_NPBUCoord3D@@W4CommandSourceType@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGroup.cpp
0x00158A40	2464	0.75	0.17	?friend_moveVehicleToPos@AIGroup@@AAE_NPBUCoord3D@@W4CommandSourceType@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGroup.cpp
0x00159AD0	1101	0.67	0.67	?groupMoveToPosition@AIGroup@@QAEXPBUCoord3D@@_NW4CommandSourceType@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGroup.cpp
0x0015C7A0	476	0.79	0.13	?onEnter@AIGuardOuterState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGuard.cpp
0x0015CB70	284	0.81	0.04	?onEnter@AITNGuardAttackAggressorState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AITNGuard.cpp
0x0015E510	290	0.66	0.66	?update@AIGuardIdleState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGuard.cpp
0x0015F420	527	0.65	0.65	?onEnter@AIGuardRetaliateAttackAggressorState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGuardRetaliate.cpp
0x00161E20	697	0.76	0.76	?checkQueuedTeams@AIPlayer@@MAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp
0x00163C70	537	0.80	0.35	?getPlayerStructureBounds@AIPlayer@@KAXPAURegion2D@@H_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp
0x00164130	502	0.71	0.27	?getPlayerSuperweaponValue@AIPlayer@@KAHPAUCoord3D@@HM_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp
0x00164C10	886	0.76	0.76	?findSupplyCenter@AIPlayer@@IAEPAVObject@@H@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp
0x001676A0	521	0.91	0.91	?updateBridgeRepair@AIPlayer@@IAEXXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp
0x00168320	595	0.71	0.71	?onUnitProduced@AIPlayer@@UAEXPAVObject@@0@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp
0x00168A10	163	0.89	0.89	?checkBridges@AISkirmishPlayer@@UAE_NPAVObject@@PAVWaypoint@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AISkirmishPlayer.cpp
0x00168D40	313	0.84	0.00	?startTraining@AISkirmishPlayer@@MAE_NPAVWorkOrder@@_NVAsciiString@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AISkirmishPlayer.cpp
0x00169290	639	0.76	0.27	?computeSuperweaponTarget@AISkirmishPlayer@@UAE_NPBVSpecialPowerTemplate@@PAUCoord3D@@HM@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AISkirmishPlayer.cpp
0x001695B0	828	0.79	0.65	?adjustBuildList@AISkirmishPlayer@@IAEXPAVBuildListInfo@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AISkirmishPlayer.cpp
0x00174CC0	261	0.90	0.90	?canPursue@@YA_NPAVObject@@PAVWeapon@@0@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x00175E90	384	0.90	0.90	?computePath@AIAttackPursueTargetState@@MAE_NXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x00180810	1387	0.83	0.83	??0AttackStateMachine@@QAE@PAVObject@@PAVAIAttackState@@VAsciiString@@_N33@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x00187860	805	0.75	0.75	?doXfer@AICommandParmsStorage@@QAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x00187C50	678	0.73	0.27	?xfer@AIStateMachine@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x001885B0	603	0.78	0.78	?update@AIAttackMoveToState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x00189460	408	0.97	0.97	?update@AIEnterState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp
0x0018A240	437	0.95	0.95	?lookForInnerTarget@AITNGuardMachine@@QAE_NXZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AITNGuard.cpp
0x0018A470	197	0.89	0.05	?onEnter@AITNGuardInnerState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AITNGuard.cpp
0x0018AA70	279	0.92	0.12	?onEnter@AITNGuardAttackAggressorState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AITNGuard.cpp
0x0018BB10	282	0.85	0.85	?getAllObjects@Squad@@QAEABV?$vector@PAVObject@@V?$allocator@PAVObject@@@_STL@@@_STL@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/Squad.cpp
0x0018BF80	274	0.84	0.17	?xfer@Squad@@MAEXPAVXfer@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/Squad.cpp
0x0018DB60	694	0.74	0.00	??0AIDockMachine@@QAE@PAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIDock.cpp
0x0018E660	1196	0.91	0.61	?update@TurretAIAimTurretState@@UAE?AW4StateReturnType@@XZ	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/TurretAI.cpp
0x00191110	495	0.65	0.65	?WritePolygonTriggersDataChunk@PolygonTrigger@@SAXAAVDataChunkOutput@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/PolygonTrigger.cpp
0x0019B640	253	0.72	0.72	?removeSide@SidesList@@QAEXH@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/SidesList.cpp
0x0019BF40	1197	0.65	0.32	?ParseSidesDataChunk@SidesList@@SA_NAAVDataChunkInput@@PAUDataChunkInfo@@PAX@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/SidesList.cpp
0x001A2950	510	0.72	0.19	?isCellEntryPoint@Bridge@@QAE_NPBURegion2D@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/TerrainLogic.cpp
0x001A3060	226	0.63	0.63	?getPartitionBucket@W3DTreeBuffer@@IBEHABUCoord3D@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x001A3770	253	0.92	0.92	?findClosestEdgePoint@TerrainLogic@@UBE?AUCoord3D@@PBU2@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/TerrainLogic.cpp
0x001A3BD0	247	0.97	0.97	?changeWaterHeightOverTime@TerrainLogic@@UAEXPBVWaterHandle@@MMM@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/TerrainLogic.cpp
0x001A4630	777	0.62	0.33	?unitMoved@W3DTreeBuffer@@QAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x001A4A00	777	0.62	0.33	?unitMoved@W3DTreeBuffer@@QAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x001A4DD0	829	0.60	0.37	?unitMoved@W3DTreeBuffer@@QAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x001A51F0	796	0.63	0.38	?unitMoved@W3DTreeBuffer@@QAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x001A55E0	801	0.63	0.38	?unitMoved@W3DTreeBuffer@@QAEXPAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x001A7E30	252	0.91	0.91	?objectInteractsWithBridgeLayer@TerrainLogic@@UBE_NPAVObject@@H_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/TerrainLogic.cpp
0x001A8820	718	0.65	0.38	?enableWaterGrid@TerrainLogic@@QAEX_N@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/TerrainLogic.cpp
0x001A9CE0	1412	0.86	0.56	??0Bridge@@QAE@PAVObject@@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/TerrainLogic.cpp
0x001AEA80	1102	0.61	0.35	?tryPosition@PartitionManager@@IAE_NPBUCoord3D@@MMPBUFindPositionOptions@@PAU2@@Z	inputs/reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/PartitionManager.cpp
