size,rva,zh_symbol,zh_source,dump_file
239,0x6fc970,??0EMPUpdateModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,Code/gen_asm/d_006fb8e0.asm
236,0x82660,?getNicksForEmail@GameSpyLoginPreferences@@QAE?AV?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@VAsciiString@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLLoginMenu.cpp,Code/gen_asm/d_0007cab0.asm
224,0x18a6c0,??0ShellMenuSchemeImage@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/Shell/ShellMenuScheme.cpp,Code/gen_asm/d_00180810.asm
218,0x278280,?isAcceptingExperiencePoints@ExperienceTracker@@QBE_NXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/ExperienceTracker.cpp,Code/gen_asm/d_00272800.asm
213,0x642300,??0GameResultsQueue@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/Thread/GameResultsThread.cpp,Code/gen_asm/d_00630d60.asm
211,0x4dfd10,?doLoadGame@@YAXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupSaveLoad.cpp,Code/gen_asm/d_004ce980.asm
206,0x4e8a70,?initLANMultiPlayer@@YAXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/ScoreScreen.cpp,Code/gen_asm/d_004e5420.asm
203,0x6998c0,?scrubVelocity2D@PhysicsBehavior@@QAEXM@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/PhysicsUpdate.cpp,Code/gen_asm/d_00693e20.asm
203,0x490790,??0MapTransferLoadScreen@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/LoadScreen.cpp,Code/gen_asm/d_0048a320.asm
201,0x25fbf0,??0TransportContainModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/TransportContain.cpp,Code/gen_asm/d_0025aee0.asm
190,0x6fbed0,??1W3DInGameUI@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DInGameUI.cpp,Code/gen_asm/d_006fb8e0.asm
185,0x16ad90,?evaluatePlayerDestroyedNOrMoreBuildings@ScriptConditions@@IAE_NPAVParameter@@00@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/ScriptEngine/ScriptConditions.cpp,Code/gen_asm/d_0015f070.asm
181,0x77f830,??0W3DTruckDrawModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DTruckDraw.cpp,Code/gen_asm/d_004507a0.asm
181,0x77f830,??0OverlordContainModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/OverlordContain.cpp,Code/gen_asm/d_004507a0.asm
181,0x77f830,??0HelixContainModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/HelixContain.cpp,Code/gen_asm/d_004507a0.asm
175,0x5bb400,?parseMouseCursorDefinition@INI@@SAXPAV1@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/Input/Mouse.cpp,Code/gen_asm/d_005b3e30.asm
175,0x3d2e00,?isOffMap@DeliverPayloadAIUpdate@@QBE_NXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/DeliverPayloadAIUpdate.cpp,Code/gen_asm/d_003ca7c0.asm
174,0x663450,?getFrameCommandList@ConnectionManager@@QAEPAVNetCommandList@@I@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/ConnectionManager.cpp,Code/gen_asm/d_0065fae0.asm
170,0x1916f0,?Set_Key@HermiteSpline3DClass@@UAEXHABVVector3@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/hermitespline.cpp,Code/gen_asm/d_00188e80.asm
168,0x633f80,?playerLeftGroupRoom@GameSpyInfo@@UAEXVAsciiString@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,Code/gen_asm/d_00630d60.asm
167,0x4eb9a0,?PopulateOldBuddyMessages@@YAXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLBuddyOverlay.cpp,Code/gen_asm/d_004e5420.asm
166,0x925060,?Generate_Culling_Tree@MeshGeometryClass@@IAEXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/meshgeometry.cpp,Code/gen_asm/d_0091cbf0.asm
163,0x6d51b0,??1HLodPrototypeClass@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/hlod.cpp,Code/gen_asm/d_006d2000.asm
162,0x4aec90,?populateButtonProc@ControlBar@@KAXPAVObject@@PAX@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/ControlBar/ControlBarStructureInventory.cpp,Code/gen_asm/d_004ad980.asm
162,0x14c3b0,??1W3DShadowTexture@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DProjectedShadow.cpp,Code/gen_asm/d_0014af50.asm
154,0x924880,??0MeshGeometryClass@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/meshgeometry.cpp,Code/gen_asm/d_0091cbf0.asm
154,0x924880,??0HRawAnimClass@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/hrawanim.cpp,Code/gen_asm/d_0091cbf0.asm
154,0x924880,??0HMorphAnimClass@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/hmorphanim.cpp,Code/gen_asm/d_0091cbf0.asm
154,0x924880,??0HCompressedAnimClass@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/hcanim.cpp,Code/gen_asm/d_0091cbf0.asm
147,0x60f620,?newCrateTemplateOverride@CrateSystem@@QAEPAVCrateTemplate@@PAV2@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/System/CrateSystem.cpp,Code/gen_asm/d_0060bd30.asm
147,0x256710,??0BaseRegenerateUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/BaseRenerateUpdate.cpp,Code/gen_asm/d_0024e310.asm
144,0x7e3b40,??0HelicopterSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/HelicopterSlowDeathUpdate.cpp,Code/gen_asm/d_007df1f0.asm
143,0x201590,??1?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Audio/DynamicAudioEventInfo.cpp,Code/gen_asm/d_00200420.asm
142,0x139a80,?newOverride@ThingFactory@@AAEPAVThingTemplate@@PAV2@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingFactory.cpp,Code/gen_asm/d_0012bdd0.asm
135,0x15bf80,?shouldExit@ExitConditions@@UBE_NPBVStateMachine@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIGuard.cpp,Code/gen_asm/d_00153d10.asm
133,0x190340,??0DX8PolygonRendererClass@@QAE@IPAVMeshModelClass@@PAVDX8TextureCategoryClass@@II_NI@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8polygonrenderer.cpp,Code/gen_asm/d_0018bdd0.asm
132,0x5ea590,??0GameSpyGameSlot@@QAE@ABV0@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameNetwork/GameSpy/PeerDefs.cpp,Code/gen_asm/d_005e6700.asm
131,0x2dc520,??0CubeTextureLoadTaskClass@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/textureloader.cpp,Code/gen_asm/d_002db880.asm
127,0x9eb960,??0SkirmishPreferences@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/SkirmishGameOptionsMenu.cpp,Code/gen_asm/d_009d9a30.asm
127,0x9eb960,??0SkirmishBattleHonors@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/SkirmishBattleHonors.cpp,Code/gen_asm/d_009d9a30.asm
127,0x9eb960,??0OptionPreferences@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/OptionsMenu.cpp,Code/gen_asm/d_009d9a30.asm
127,0x9eb960,??0LANPreferences@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/LanLobbyMenu.cpp,Code/gen_asm/d_009d9a30.asm
127,0x22a450,?buildFieldParse@RiderChangeContainModuleData@@SAXAAVMultiIniFieldParse@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/RiderChangeContain.cpp,Code/gen_asm/d_00218ee0.asm
125,0x9a2030,??1W3DBridge@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DBridgeBuffer.cpp,Code/gen_asm/d_0099d0c0.asm
122,0x7af400,??0W3DShadowTexture@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DProjectedShadow.cpp,Code/gen_asm/d_007a4d40.asm
120,0x7518d0,??1FXListStore@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/FXList.cpp,Code/gen_asm/d_00745b10.asm
120,0x7518d0,??1DamageFXStore@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/DamageFX.cpp,Code/gen_asm/d_00745b10.asm
120,0x7518d0,??1ArmorStore@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Armor.cpp,Code/gen_asm/d_00745b10.asm
118,0x758ce0,??0W3DPoliceCarDraw@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DPoliceCarDraw.cpp,Code/gen_asm/d_00753460.asm
115,0x7bbe20,??1W3DShadowGeometry@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp,Code/gen_asm/d_007b14a0.asm
114,0x8a690,?prependNode@Path@@QAEXPBUCoord3D@@W4PathfindLayerEnum@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPathfind.cpp,Code/gen_asm/d_0007f6b0.asm
113,0x1cc790,?onContaining@MobNexusContain@@UAEXPAVObject@@_N@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Contain/MobNexusContain.cpp,Code/gen_asm/d_001c7e60.asm
113,0x1c54a0,??0SmartBombTargetHomingUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/SmartBombTargetHomingUpdate.cpp,Code/gen_asm/d_001bd560.asm
112,0x467510,?Setup_Mix_File@@YAXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/mixfile.cpp,Code/gen_asm/d_00460f80.asm
111,0x4f0760,?PopBackToLobby@@YAXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLGameSetupMenu.cpp,Code/gen_asm/d_004e5420.asm
111,0x3b5170,??1ShdDefClass@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/wwshade/shddef.cpp,Code/gen_asm/d_003ad560.asm
109,0x2ce4f0,??0RailedTransportDockUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/DockUpdate/RailedTransportDockUpdate.cpp,Code/gen_asm/d_002bbb80.asm
107,0x891f30,?Deinit@TextureLoader@@SAXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/textureloader.cpp,Code/gen_asm/d_0088a430.asm
105,0x4762d0,??1TimeCodedMorphKeysClass@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/hmorphanim.cpp,Code/gen_asm/d_00475b00.asm
104,0x491d20,??0GeometryInfo@@QAE@W4GeometryType@@_NMMM@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/BuildAssistant.cpp,Code/gen_asm/d_0048a320.asm
102,0x948b60,?Add_Mesh@DX8SkinFVFCategoryContainer@@UAEXPAVMeshModelClass@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp,Code/gen_asm/d_00945e00.asm
101,0x927880,??1SidesList@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Map/SidesList.cpp,Code/gen_asm/d_0091cbf0.asm
101,0x927880,??1MeshGeometryClass@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/meshgeometry.cpp,Code/gen_asm/d_0091cbf0.asm
101,0x1dcea0,?allow@PartitionFilterInsignificantBuildings@@MAE_NPAVObject@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/PartitionManager.cpp,Code/gen_asm/d_001db160.asm
101,0x1dcea0,?Load_Variables@VehicleCurveClass@@IAEXAAVChunkLoadClass@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/vehiclecurve.cpp,Code/gen_asm/d_001db160.asm
99,0x6583f0,?Check_Texture_Compression_Support@DX8Caps@@AAEXABU_D3DCAPS8@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8caps.cpp,Code/gen_asm/d_00655360.asm
98,0x602d30,??1Weapon@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Weapon.cpp,Code/gen_asm/d_00601890.asm
98,0x602d30,??1AIPlayer@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIPlayer.cpp,Code/gen_asm/d_00601890.asm
98,0x5fea50,?Add_Key@CardinalSpline3DClass@@UAEHABVVector3@@M@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWMath/cardinalspline.cpp,Code/gen_asm/d_005f0120.asm
98,0x5fea50,??0TransitionDamageFX@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Damage/TransitionDamageFX.cpp,Code/gen_asm/d_005f0120.asm
97,0x2ded90,??0W3DProjectileStreamDrawModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DProjectileStreamDraw.cpp,Code/gen_asm/d_002db880.asm
94,0x9722b0,??1SortingIndexBufferClass@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8indexbuffer.cpp,Code/gen_asm/d_0096e3e0.asm
94,0x9722b0,??1LZOStraw@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/lzostraw.cpp,Code/gen_asm/d_0096e3e0.asm
94,0x9722b0,??1LZOPipe@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/lzopipe.cpp,Code/gen_asm/d_0096e3e0.asm
94,0x9722b0,??1LCWPipe@@UAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WWLib/lcwpipe.cpp,Code/gen_asm/d_0096e3e0.asm
91,0x7b0380,??1ParticleEmitterPrototypeClass@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/part_ldr.cpp,Code/gen_asm/d_007a4d40.asm
91,0x7b0380,??1AggregatePrototypeClass@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/agg_def.cpp,Code/gen_asm/d_007a4d40.asm
91,0x8e560,??0?$pair@$$CBJVLadderPref@@@_STL@@QAE@ABU01@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/PopupHostGame.cpp,Code/gen_asm/d_0008e2c0.asm
89,0xd3fa0,??1DisplayString@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/DisplayString.cpp,Code/gen_asm/d_000c81e0.asm
88,0x7b0400,??1PrimitivePrototypeClass@@MAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/proto.cpp,Code/gen_asm/d_007a4d40.asm
85,0x257ca0,??0OCLSpecialPowerModuleData@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/SpecialPower/OCLSpecialPower.cpp,Code/gen_asm/d_0024e310.asm
85,0x250000,?upgradeImplementation@CostModifierUpgrade@@MAEXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Upgrade/CostModifierUpgrade.cpp,Code/gen_asm/d_0024e310.asm
85,0x250000,?onBuildComplete@PreorderCreate@@UAEXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Create/PreorderCreate.cpp,Code/gen_asm/d_0024e310.asm
84,0x78d270,??0GameStateMap@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/SaveGame/GameStateMap.cpp,Code/gen_asm/d_0078b310.asm
79,0x6bc010,??0Keyboard@@QAE@XZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/Input/Keyboard.cpp,Code/gen_asm/d_006b9500.asm
73,0x941400,?setTimeOfDay@W3DGameClient@@UAEXW4TimeOfDay@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DGameClient.cpp,Code/gen_asm/d_008c3e70.asm
73,0x1790f0,?onExit@AIFollowWaypointPathExactState@@UAEXW4StateExitType@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/AI/AIStates.cpp,Code/gen_asm/d_00177320.asm
72,0x214f00,??0RailedTransportAIUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/RailedTransportAIUpdate.cpp,Code/gen_asm/d_0020eb40.asm
70,0xc41c0,?canMakeObjectDefector@ActionManager@@QAE_NPBVObject@@0W4CommandSourceType@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/RTS/ActionManager.cpp,Code/gen_asm/d_000bb0e0.asm
68,0x61cd80,?notifySubdualDamage@SubdualDamageHelper@@QAEXM@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Helper/SubdualDamageHelper.cpp,Code/gen_asm/d_0060e0d0.asm
65,0x28ca70,?detonate@DemoTrapUpdate@@QAEXXZ,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/DemoTrapUpdate.cpp,Code/gen_asm/d_0027db50.asm
65,0x2282b0,?privateIdle@ChinookAIUpdate@@MAEXW4CommandSourceType@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameLogic/Object/Update/AIUpdate/ChinookAIUpdate.cpp,Code/gen_asm/d_00226cf0.asm
63,0x17adc0,?doDrawModule@W3DOverlordAircraftDraw@@UAEXPBVMatrix3D@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DOverlordAircraftDraw.cpp,Code/gen_asm/d_00168d40.asm
62,0x7696b0,?getBestModelNameForWB@W3DModelDrawModuleData@@QBE?AVAsciiString@@ABV?$BitFlags@$0HF@@@@Z,reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp,Code/gen_asm/d_00752a20.asm
